PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,PopulationServed Count,Number of Facilities,Owner Type
NY3709734,EDDIES COVE,Transient non-community system,Groundwater under influence of surface water,Oswego,SANDY CREEK (T),67,5,Private
NY1519782,EDDIES RESTAURANT,Transient non-community system,Ground water,Essex,TICONDEROGA (T),75,5,Private
NY1421056,EDEN VALLEY COUNTRY CLUB,Transient non-community system,Ground water,Erie,EDEN (T),25,4,Private
NY0430131,EDEN VALLEY CREAMERY,Transient non-community system,Ground water,Cattaraugus,LEON (T),25,3,Private
NY3902031,EDEN VILLAGE CAMP (BLDGS 1 TO 7),Transient non-community system,Ground water,Putnam,PUTNAM VALLEY (T),25,6,Private
NY3902030,EDEN VILLAGE CAMP (BLG 12-24),Transient non-community system,Ground water,Putnam,PUTNAM VALLEY (T),25,8,Private
NY3920071,EDEN VILLAGE CAMP (DINING HALL),Transient non-community system,Ground water,Putnam,PUTNAM VALLEY (T),25,6,Private
NY1450040,EDEN/NORTH COLLINS GUN CLUB,Transient non-community system,Ground water,Erie,EDEN (T),25,3,Private
NY1500001,EDGEMONT WEDDING BARN,Transient non-community system,Ground water,Essex,MORIAH (T),250,5,Private
NY5921709,EDITH MACY CAMP OF TOMORROW,Transient non-community system,Ground water,Westchester,OSSINING (T),100,9,Private
NY4504755,EDS DUGOUT,Transient non-community system,Ground water,Saratoga,GALWAY (V),50,3,Private
NY5222812,EDWARD M COLLINS MEMORIAL PARK,Transient non-community system,Ground water,Sullivan,THOMPSON (T),50,3,Local government
NY1730008,EDWARDS COFFEE SERVICE,Transient non-community system,Ground water,Fulton,MAYFIELD (T),50,4,Private
NY4411810,EEL WEIR STATE PARK,Transient non-community system,Ground water,St. Lawrence,OSWEGATCHIE (T),140,6,State government
NY2017568,EIGHTH LAKE SPC,Transient non-community system,Ground water,Hamilton,INLET (T),300,3,State government
NY3920047,EL COYOTE,Transient non-community system,Ground water,Putnam,PHILIPSTOWN (T),25,3,Private
NY3530257,EL HABANERO,Transient non-community system,Ground water,Orange,,30,3,Private
NY3509568,EL PATRON,Transient non-community system,Ground water,Orange,DEERPARK (T),80,3,Private
NY5515751,EL RANCHO,Transient non-community system,Ground water,Ulster,SAUGERTIES (T),100,3,Private
NY2808938,EL RANCHO DRIVE IN,Transient non-community system,Ground water,Montgomery,PALATINE (T),75,4,Private
NY1316607,EL UNIVERSAL,Transient non-community system,Ground water,Dutchess,DOVER (T),27,3,Private
NY5430054,ELBERTY DENTAL,Transient non-community system,Ground water,Tompkins,FREEVILLE (V),25,5,Private
NY5120498,ELBOW TOO,Transient non-community system,Ground water,Suffolk,SOUTHOLD (T),50,6,Private
NY0530026,ELDERBERY POND CTY FOO,Transient non-community system,Ground water,Cayuga,SENNETT (T),25,6,Private
NY5217126,ELDRED NUTRITION SITE,Transient non-community system,Ground water,Sullivan,HIGHLAND (T),50,6,Private
NY5206801,ELDRED PRESERVE,Transient non-community system,Ground water,Sullivan,HIGHLAND (T),98,13,Private
NY0116316,ELEGANT TOUCH,Transient non-community system,Ground water,Albany,GUILDERLAND (T),50,3,Private
NY1030104,ELIZAVILLE DELI/DINER,Transient non-community system,Ground water,Columbia,LIVINGSTON (T),42,6,Private
NY1511418,"ELK LAKE LODGE, INC",Transient non-community system,Ground water,Essex,NORTH HUDSON (T),50,10,Private
NY1912540,ELKA PARK ASSOCIATION,Transient non-community system,Ground water,Greene,HUNTER (T),25,4,Private
NY0416365,ELKDALE COUNTRY CLUB,Transient non-community system,Ground water,Cattaraugus,LITTLE VALLEY (T),100,3,Private
NY0430090,ELKDALE RV RESORT,Transient non-community system,Ground water,Cattaraugus,LITTLE VALLEY (T),42,4,Private
NY0930159,ELLENBURG DEPOT VFD,Transient non-community system,Ground water,Clinton,ELLENBURG (T),30,4,Local government
NY0904632,ELLENBURG INN,Transient non-community system,Ground water,Clinton,ELLENBURG (T),50,6,Private
NY5520069,ELLENVILLE PINES COLONY,Transient non-community system,Ground water,Ulster,WAWARSING (T),30,5,Private
NY0630009,ELLERY COUNTRY COW,Transient non-community system,Ground water,Chautauqua,ELLERY (T),45,3,Private
NY0616511,ELLICOTTVILLE BREWING ON CHAUT LAKE,Transient non-community system,Ground water,Chautauqua,ELLERY (T),180,3,Private
NY0430127,ELLICOTTVILLE DISTILLARY,Transient non-community system,Ground water,Cattaraugus,ELLICOTTVILLE (T),25,3,Private
NY0621616,ELLINGTON ROD & GUN CLUB,Transient non-community system,Ground water,Chautauqua,ELLINGTON (T),100,3,Private
NY5130149,ELLIS COUNTRY MARKET,Transient non-community system,Ground water,Suffolk,SHELTER ISLAND (T),50,8,Private
NY1117596,ELM TREE GOLF COURSE,Transient non-community system,Ground water,Cortland,VIRGIL (T),100,5,Private
NY5403838,ELM TREE INN,Transient non-community system,Ground water,Tompkins,DRYDEN (T),129,3,Private
NY1012340,ELM TREE MOTEL,Transient non-community system,Ground water,Columbia,CLAVERACK (T),48,4,Private
NY0712109,ELMIRA COLLEGE MURRAY CENTER,Transient non-community system,Ground water,Chemung,HORSEHEADS (T),208,2,Private
NY0710006,ELMIRA DRIVE IN,Transient non-community system,Ground water,Chemung,BIG FLATS (T),25,3,Private
NY5530322,ELMROCK INN,Transient non-community system,Ground water,Ulster,ROCHESTER (T),32,4,Private
NY3706749,ELMS GOLF CLUB RESTAURANT,Transient non-community system,Groundwater under influence of surface water,Oswego,SANDY CREEK (T),200,9,Private
NY1012335,ELSIE K POWELL HOUSE,Transient non-community system,Ground water,Columbia,CHATHAM (T),80,5,Private
NY5509920,ELSIES PLACE,Transient non-community system,Ground water,Ulster,SHAWANGUNK (T),100,3,Private
NY0412071,EMERALD ACRES,Transient non-community system,Ground water,Cattaraugus,LYNDON (T),600,3,Private
NY3830098,EMERALD GLEN MORRIS NY LLC,Transient non-community system,Ground water,Otsego,MORRIS (T),25,4,Private
NY4430020,EMILYS COTTAGES,Transient non-community system,Ground water,St. Lawrence,MORRISTOWN (T),70,10,Private
NY5006036,EMMIES,Transient non-community system,Ground water,Steuben,BATH (T),25,5,Private
NY3808445,EMMONS INN,Transient non-community system,Ground water,Otsego,ONEONTA (T),65,6,Private
NY5206966,EMPIRE COTTAGES,Transient non-community system,Ground water,Sullivan,MONTICELLO (V),100,8,Private
NY0502062,EMPIRE HAVEN,Transient non-community system,Ground water,Cayuga,SUMMERHILL (T),70,13,Private
NY5506857,EMPIRE HOLDINGS OF NY LLC,Transient non-community system,Ground water,Ulster,WAWARSING (T),25,5,Private
NY5018404,EMPIRE LIVESTOCK DINER,Transient non-community system,Ground water,Steuben,BATH (T),50,6,Private
NY2530015,EMPIRE RACEWAY,Transient non-community system,Ground water,Livingston,LEICESTER (T),50,7,Private
NY5509784,"END CUT - WEST PARK HOLDING GROUP, LLC",Transient non-community system,Ground water,Ulster,ESOPUS (T),54,3,Private
NY3920023,ENERGY BUILDING CORP.,Transient non-community system,Ground water,Putnam,CARMEL (T),25,3,Private
NY5614834,ENGLISH BROOK COTTAGES,Transient non-community system,Ground water,Warren,LAKE GEORGE (T),50,3,Private
NY1730049,EPHRATAH ROD AND GUN CLUB,Transient non-community system,Ground water,Fulton,EPHRATAH (T),75,4,Private
NY1443005,ERIE COUNTY FORESTRY,Transient non-community system,Ground water,Erie,SARDINIA (T),26,24,Private
NY0717003,ERIN TOWN HALL,Transient non-community system,Ground water,Chemung,ERIN (T),65,3,Local government
NY1912527,ERINS MELODY HOTEL,Transient non-community system,Ground water,Greene,DURHAM (T),56,4,Private
NY3830125,ETC ETC,Transient non-community system,Ground water,Otsego,MARYLAND (T),25,3,Private
NY1450054,EVANS ROD AND GUN CLUB,Transient non-community system,Ground water,Erie,EVANS (T),25,5,Private
NY1930100,EVERETT CONINE MEMORIAL PARK,Transient non-community system,Ground water,Greene,PRATTSVILLE (T),25,3,Local government
NY0930107,EVERETT ORCHARDS MIGRANT LABOR CAMP 3,Transient non-community system,Ground water,Clinton,PERU (T),30,8,Private
NY4130322,EVERETT WAGER SENIOR CENTER,Transient non-community system,Ground water,Rensselaer,GRAFTON (T),99,4,Local government
NY4109449,EVERGREEN COUNTRY CLUB,Transient non-community system,Ground water,Rensselaer,SCHODACK (T),100,3,Private
NY2019031,"EVERGREEN LAKE, INC.",Transient non-community system,Ground water,Hamilton,ARIETTA (T),140,10,Private
NY0211999,EVERGREEN TRAILS CAMPSITES,Transient non-community system,Groundwater under influence of surface water,Allegany,ALLEN (T),100,7,Private
NY1508876,EXIT 29 SUNOCO,Transient non-community system,Ground water,Essex,NORTH HUDSON (T),25,4,Private
NY5130138,EXXON (FNA HESS MART CALVERTON),Transient non-community system,Ground water,Suffolk,BROOKHAVEN (T),100,6,Private
NY3530095,EXXON MART FAIR OAKS,Transient non-community system,Ground water,Orange,WALLKILL (T),175,3,Private
NY6018394,F /W  CAMPGROUNDS,Transient non-community system,Ground water,Wyoming,PIKE (T),300,5,Private
NY1322901,F B & Q TRADING CORP,Transient non-community system,Ground water,Dutchess,WAPPINGER (T),50,5,Private
NY3520752,F.E.A.S.T. CATERERS,Transient non-community system,Ground water,Orange,BLOOMING GROVE (T),150,3,Private
NY3307861,FABIUS COUNTRY STORE,Transient non-community system,Ground water,Onondaga,FABIUS (V),25,6,Private
NY1230040,FABLE @ STONE & THISTLE FARM,Transient non-community system,Ground water,Delaware,KORTRIGHT (T),25,3,Private
NY3904001,FAHNESTOCK HUBBARD LODGE,Transient non-community system,Ground water,Putnam,PHILIPSTOWN (T),25,3,State government
NY3925005,FAHNESTOCK PARK TOEC,Transient non-community system,Ground water,Putnam,PUTNAM VALLEY (T),180,4,State government
NY3917668,FAHNESTOCK PELTON,Transient non-community system,Ground water,Putnam,PUTNAM VALLEY (T),500,6,Private
NY3925004,FAHNESTOCK ST. PARK WILDERNESS,Transient non-community system,Ground water,Putnam,PUTNAM VALLEY (T),7200,3,State government
NY3914001,FAHNESTOCK STATE PARK MAIN OFFICE,Transient non-community system,Ground water,Putnam,CARMEL (T),50,1,Private
NY3530116,FAIR OAKS MOBIL MART,Transient non-community system,Ground water,Orange,WALLKILL (T),300,3,Private
NY0717005,FAIR SHAKE,Transient non-community system,Ground water,Chemung,SOUTHPORT (T),25,3,Private
NY2202078,FAIR WIND LODGE,Transient non-community system,Surface water,Jefferson,CLAYTON (T),60,19,Private
NY1330463,FAIRGROUNDS DELI (MOBIL GAS STATION),Transient non-community system,Ground water,Dutchess,RHINEBECK (T),26,3,Private
NY5120939,FAIRWAY RESTAURANT AT POXABOGUE GOLF,Transient non-community system,Ground water,Suffolk,SOUTHAMPTON (T),150,3,Private
NY4108949,FALLS DINER,Transient non-community system,Ground water,Rensselaer,HOOSICK FALLS (V),25,3,Private
NY5206983,FALLSBURG BEST HOMES LLC,Transient non-community system,Ground water,Sullivan,FALLSBURG (T),125,4,Private
NY3781124,FAMILY DOLLAR WILLIAMSTOWN,Transient non-community system,Ground water,Oswego,WILLIAMSTOWN (T),25,3,Private
NY5230203,FAMILY FUN FARM,Transient non-community system,Ground water,Sullivan,THOMPSON (T),25,3,Private
NY5206255,FANTASY LAKE RESORT INC.,Transient non-community system,Ground water,Sullivan,HIGHLAND (T),80,4,Private
NY5206953,FAR SITE BUNGALOW COLONY,Transient non-community system,Ground water,Sullivan,THOMPSON (T),359,15,Private
NY1640008,FARM TO MKT COUNTRY STORE,Transient non-community system,Ground water,Franklin,BANGOR (T),25,5,Private
NY5906572,FARMER AND THE FISH,Transient non-community system,Ground water,Westchester,NORTH SALEM (T),120,3,Private
NY4504757,FARMERS DAUGHTERS DRIVE-IN,Transient non-community system,Ground water,Saratoga,SARATOGA (T),150,5,Private
NY1030082,FARMERS WIFE,Transient non-community system,Ground water,Columbia,ANCRAM (T),25,4,Private
NY3902687,FARMHOUSE,Transient non-community system,Ground water,Putnam,PATTERSON (T),41,5,Private
NY0910841,FARMHOUSE PANTRY,Transient non-community system,Ground water,Clinton,SARANAC (T),48,7,Private
NY0730039,FARMLAND ANIMAL PARK,Transient non-community system,Ground water,Chemung,CHEMUNG (T),50,3,Private
NY1500267,FARMSTEAD CATERING,Transient non-community system,Ground water,Essex,ESSEX (T),50,3,Private
NY3530055,FARMWORKERS COMMUNITY CENTER,Transient non-community system,Ground water,Orange,GOSHEN (T),35,3,Private
NY1730029,FASTRAC  #264,Transient non-community system,Ground water,Fulton,MAYFIELD (T),25,10,Private
NY3317099,FASTRAC LAFAYETTE,Transient non-community system,Ground water,Onondaga,LA FAYETTE (T),200,7,Private
NY0319350,FASTRAC MARKET #280,Transient non-community system,Ground water,Broome,FENTON (T),25,5,Private
NY3730094,"FASTRAC MARKETS, LLC",Transient non-community system,Ground water,Oswego,SCHROEPPEL (T),25,9,Private
NY0307523,FAT COWBOYS BBQ,Transient non-community system,Ground water,Broome,FENTON (T),90,6,Private
NY5530344,FAZIO FARM MARKET,Transient non-community system,Ground water,Ulster,PLATTEKILL (T),25,3,Local government
NY3830081,FEDERAL HOUSE,Transient non-community system,Ground water,Otsego,HARTWICK (T),15,3,Private
NY0907662,FEINBERG PARK,Transient non-community system,Ground water,Clinton,ALTONA  (T),150,5,Private
NY3521539,FELICIAS LITTLE DINER,Transient non-community system,Ground water,Orange,MONTGOMERY (T),28,4,Private
NY5006490,FERENBAUGH CAMPSITE,Transient non-community system,Ground water,Steuben,HORNBY (T),300,7,Private
NY1915534,FERNWOOD RESTAURANT,Transient non-community system,Ground water,Greene,CATSKILL (T),30,5,Private
NY4730052,FIELDS OF GRACE,Transient non-community system,Ground water,Schoharie,COBLESKILL (T),50,3,Private
NY3808448,FIELDSTONE FARM RESORT,Transient non-community system,Ground water,Otsego,OTSEGO (T),84,9,Private
NY5902883,FIFTH DIVISION MARKET,Transient non-community system,Ground water,Westchester,LEWISBORO (T),101,4,Local government
NY4520109,FIFTY SOUTH,Transient non-community system,Ground water,Saratoga,MILTON (T),200,3,Private
NY5519851,FIG AND PIG,Transient non-community system,Ground water,Ulster,ROCHESTER (T),45,5,Private
NY0517889,FILLMORE GOLF COURSE CLUB,Transient non-community system,Ground water,Cayuga,LOCKE (T),75,9,Private
NY5902879,FINCH COUNTRY STORE,Transient non-community system,Ground water,Westchester,,25,3,Private
NY0325000,FINCH HOLLOW NATURE CENTER,Transient non-community system,Ground water,Broome,MAINE (T),25,5,Private
NY5006128,FINGER LAKES CAMPGROUND,Transient non-community system,Ground water,Steuben,PRATTSBURGH (T),190,3,Private
NY4933021,FINGER LAKES CIDER HOUSE,Transient non-community system,Ground water,Seneca,INTERLAKEN (V),50,3,Private
NY0505503,FINGER LAKES DRIVE-IN THEATER,Transient non-community system,Ground water,Cayuga,AURELIUS (T),120,6,Private
NY5430084,FINGER LAKES MARINE SERVICE,Transient non-community system,Ground water,Tompkins,LANSING (T),25,7,Private
NY6130020,FINGER LAKES PRODUCE AUCTION,Transient non-community system,Ground water,Yates,MILO (T),25,3,Private
NY0325020,FIRE FOX RESORTS CAMPGROUND,Transient non-community system,Ground water,Broome,NANTICOKE (T),150,5,Private
NY5730005,FIRE ROCK,Transient non-community system,Ground water,Washington,KINGSBURY (T),200,3,Private
NY3530103,FIREHOUSE DELI,Transient non-community system,Ground water,Orange,GREENVILLE (T),200,3,Private
NY1605164,FIREHOUSE PIZZERIA,Transient non-community system,Ground water,Franklin,BRUSHTON (V),50,7,Private
NY1316685,FIRESIDE BBQ & GRILL,Transient non-community system,Ground water,Dutchess,PLEASANT VALLEY (T),25,3,Private
NY3530110,FIRESIDE DELI,Transient non-community system,Ground water,Orange,DEERPARK (T),50,3,Private
NY1418919,FIRESIDE INN,Transient non-community system,Ground water,Erie,CONCORD  (T),86,6,Private
NY1316687,FIRST PRESBYTERIAN CHURCH,Transient non-community system,Ground water,Dutchess,PLEASANT VALLEY (T),32,6,Private
NY3905489,FIRST PRESBYTERIAN CHURCH OF MAHOPAC,Transient non-community system,Ground water,Putnam,CARMEL (T),25,4,Private
NY5917421,FIRST PURDY BUILDING,Transient non-community system,Ground water,Westchester,NORTH SALEM (T),25,3,Private
NY5130009,FIRST STUDENT-MIDDLE ISLAND(WAS LAIDLAW),Transient non-community system,Ground water,Suffolk,BROOKHAVEN (T),125,3,Private
NY5921481,FIRST UNITARIAN CHURCH,Transient non-community system,Ground water,Westchester,HASTINGS-ON-HUDSON (V),100,3,Private
NY5220102,FISCHMANS CHALET 1&2,Transient non-community system,Surface water purchased,Sullivan,THOMPSON (T),250,14,Private
NY4503985,FISH CREEK MARINA,Transient non-community system,Ground water,Saratoga,SARATOGA (T),100,9,Private
NY1610567,FISH CREEK SPC,Transient non-community system,Ground water,Franklin,SANTA CLARA  (T),700,6,State government
NY4514011,FISH HOOK DOCK,Transient non-community system,Ground water,Saratoga,HADLEY (T),100,7,Private
NY0611725,"FISH, THE",Transient non-community system,Ground water,Chautauqua,ELLERY (T),150,4,Private
NY4430066,FISHERMANS COVE,Transient non-community system,Ground water,St. Lawrence,MACOMB (T),25,12,Private
NY1330015,FISHKILL BAPTIST CH  (NURSERY),Transient non-community system,Ground water,Dutchess,FISHKILL (T),25,4,Private
NY1330331,FISHKILL CITGO,Transient non-community system,Ground water,Dutchess,FISHKILL (T),231,5,Private
NY1330403,FISHKILL FARMS,Transient non-community system,Ground water,Dutchess,EAST FISHKILL (T),25,11,Private
NY6010126,FIT STOP,Transient non-community system,Ground water,Wyoming,SHELDON (T),25,3,Private
NY5030041,FITZPATRICK FARM MKT&DELI,Transient non-community system,Ground water,Steuben,DANSVILLE (T),25,3,Private
NY5218921,FIUME BELLO INC,Transient non-community system,Ground water,Sullivan,MAMAKATING (T),56,9,Private
NY0709717,FIVE ACRES TAVERN,Transient non-community system,Ground water,Chemung,CHEMUNG (T),25,3,Private
NY1904225,FIVE FURLONG'S TAVERN LLC,Transient non-community system,Ground water,Greene,DURHAM (T),45,5,Private
NY2766010,FIVE SONS WINERY,Transient non-community system,Ground water,Monroe,SWEDEN (T),25,3,Private
NY5207350,FIVE STAR ESTATES,Transient non-community system,Ground water,Sullivan,FALLSBURG (T),50,2,Private
NY2116718,"FJ FOUR SEASON COTTAGES, LLC",Transient non-community system,Ground water,Herkimer,WEBB (T),40,3,Private
NY5615118,"FLAMINGO LAKE GEORGE, INC.",Transient non-community system,Ground water,Warren,BOLTON (T),180,6,Private
NY1030135,FLASH MART,Transient non-community system,Ground water,Columbia,KINDERHOOK (T),30,4,Private
NY5618138,FLAT ROCK COTTAGES,Transient non-community system,Ground water,Warren,LAKE GEORGE (T),35,10,Private
