seg_id,within_period,use,type,parameter,fraction,units,n_samples_collected,n_years_sampled,n_exceedances,n_years_w_exceedances,n_no_result_value_provided,n_threshold_data_absent,notes
0201-0073,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,4,2,0,0,0,4,none
0201-0073,FALSE,fishing,none,dissolved_oxygen,dissolved,mg/l,2,1,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0201-0073,FALSE,fishing,none,ph,total,ph_units,2,1,2,1,0,0,none
0202-0001,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,12,2,0,0,0,12,none
0202-0001,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,6,3,3,3,0,0,none
0202-0001,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,6,3,3,3,0,0,none
0202-0001,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,4,1,0,0,0,4,none
0202-0001,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,4,1,7,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0202-0001,TRUE,fishing,none,ph,total,ph_units,4,1,0,0,0,0,none
0202-0002,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,14,3,0,0,0,14,none
0202-0002,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,6,2,0,0,0,6,none
0202-0002,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,2,1,0,0,0,0,none
0202-0002,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,5,2,10,2,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0202-0002,TRUE,fishing,none,ph,total,ph_units,4,2,0,0,0,0,none
0202-0003,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,14,2,0,0,0,14,none
0202-0003,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,11,3,1,1,0,0,none
0202-0003,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,11,3,1,1,0,0,none
0202-0003,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,6,1,0,0,0,5,none
0202-0003,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,4,1,8,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0202-0003,TRUE,fishing,none,ph,total,ph_units,3,1,0,0,0,0,none
0202-0004,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,95,10,0,0,0,95,none
0202-0004,FALSE,fishing,aquatic_chronic,nitrite,total,ug/l,36,6,0,0,0,0,none
0202-0004,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,181,25,22,22,0,0,none
0202-0004,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,181,25,22,22,0,0,none
0202-0004,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,29,5,0,0,0,29,none
0202-0004,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,1,1,0,0,0,0,none
0202-0004,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,18,4,4,4,0,0,none
0202-0004,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,18,4,4,4,0,0,none
0202-0008,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,9,2,0,0,0,7,none
0202-0008,FALSE,fishing,none,dissolved_oxygen,dissolved,mg/l,4,1,6,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0202-0008,FALSE,fishing,none,ph,total,ph_units,4,1,0,0,0,0,none
0202-0008,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,4,1,1,1,0,0,none
0202-0008,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,4,1,1,1,0,0,none
0202-0008,FALSE,source_of_water_supply,aesthetic_water-supply,iron,total,ug/l,7,1,3,1,0,0,none
0202-0008,FALSE,source_of_water_supply,aesthetic_water-supply,manganese,total,ug/l,7,1,2,1,0,0,none
0202-0008,FALSE,source_of_water_supply,health_water-source,ammonia,total,ug/l,9,2,0,0,0,0,none
0202-0008,FALSE,source_of_water_supply,health_water-source,chloride,total,ug/l,7,1,0,0,0,0,none
0202-0008,FALSE,source_of_water_supply,health_water-source,magnesium,total,ug/l,12,2,0,0,0,0,none
0202-0008,FALSE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,10,2,0,0,0,0,none
0202-0008,FALSE,source_of_water_supply,health_water-source,sulfate,total,ug/l,7,1,0,0,0,0,none
0202-0008,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,7,2,0,0,0,5,none
0202-0008,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,2,1,0,0,0,0,none
0202-0008,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,5,2,7,2,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0202-0008,TRUE,fishing,none,ph,total,ph_units,5,2,0,0,0,0,none
0202-0008,TRUE,source_of_water_supply,aesthetic_water-supply,iron,total,ug/l,5,2,3,2,0,0,none
0202-0008,TRUE,source_of_water_supply,aesthetic_water-supply,manganese,total,ug/l,5,2,3,2,0,0,none
0202-0008,TRUE,source_of_water_supply,health_water-source,ammonia,total,ug/l,7,2,0,0,0,0,none
0202-0008,TRUE,source_of_water_supply,health_water-source,arsenic,total,ug/l,5,2,0,0,0,0,none
0202-0008,TRUE,source_of_water_supply,health_water-source,chloride,total,ug/l,2,1,0,0,0,0,none
0202-0008,TRUE,source_of_water_supply,health_water-source,copper,total,ug/l,1,1,0,0,0,0,none
0202-0008,TRUE,source_of_water_supply,health_water-source,magnesium,total,ug/l,2,1,0,0,0,0,none
0202-0008,TRUE,source_of_water_supply,health_water-source,nitrate,total,ug/l,2,1,0,0,0,0,none
0202-0008,TRUE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,6,2,0,0,0,0,none
0202-0008,TRUE,source_of_water_supply,health_water-source,nitrite,total,ug/l,2,1,0,0,0,0,none
0202-0008,TRUE,source_of_water_supply,health_water-source,sulfate,total,ug/l,9,2,0,0,0,0,none
0202-0020,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,79,10,0,0,0,79,none
0202-0020,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,85,15,15,15,0,0,none
0202-0020,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,85,15,15,15,0,0,none
0202-0020,FALSE,source_of_water_supply,aesthetic_water-supply,iron,total,ug/l,2,1,0,0,0,0,none
0202-0020,FALSE,source_of_water_supply,aesthetic_water-supply,manganese,total,ug/l,2,1,0,0,0,0,none
0202-0020,FALSE,source_of_water_supply,health_water-source,ammonia,total,ug/l,79,10,0,0,0,0,none
0202-0020,FALSE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,36,7,0,0,0,0,none
0202-0020,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,57,9,0,0,0,57,none
0202-0020,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,57,8,8,8,0,0,none
0202-0020,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,57,8,8,8,0,0,none
0202-0020,TRUE,source_of_water_supply,health_water-source,ammonia,total,ug/l,57,9,0,0,0,0,none
0202-0020,TRUE,source_of_water_supply,health_water-source,chloride,total,ug/l,20,8,0,0,0,0,none
0202-0020,TRUE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,50,8,0,0,0,0,none
0202-0054,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,7,2,0,0,0,4,none
0202-0054,FALSE,fishing,none,dissolved_oxygen,dissolved,mg/l,4,1,6,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0202-0054,FALSE,fishing,none,ph,total,ph_units,4,1,0,0,0,0,none
0202-0072,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,104,11,0,0,0,104,none
0202-0072,FALSE,fishing,aquatic_chronic,nitrite,total,ug/l,27,5,0,0,0,0,none
0202-0072,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,152,24,21,21,0,0,none
0202-0072,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,152,24,21,21,0,0,none
0202-0072,FALSE,source_of_water_supply,health_water-source,ammonia,total,ug/l,104,11,0,0,0,0,none
0202-0072,FALSE,source_of_water_supply,health_water-source,arsenic,total,ug/l,9,4,0,0,0,0,none
0202-0072,FALSE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,155,23,0,0,0,0,none
0202-0072,FALSE,source_of_water_supply,health_water-source,nitrite,total,ug/l,27,5,0,0,0,0,none
0202-0072,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,127,10,0,0,0,127,none
0202-0072,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,2,1,0,0,0,0,none
0202-0072,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,2,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0202-0072,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
0202-0072,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,69,9,9,9,0,0,none
0202-0072,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,69,9,9,9,0,0,none
0202-0072,TRUE,source_of_water_supply,health_water-source,ammonia,total,ug/l,127,10,0,0,0,0,none
0202-0072,TRUE,source_of_water_supply,health_water-source,chloride,total,ug/l,28,8,0,0,0,0,none
0202-0072,TRUE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,53,9,0,0,0,0,none
0202-0072,TRUE,source_of_water_supply,health_water-source,nitrite,total,ug/l,2,1,0,0,0,0,none
0202-0078,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
0202-0079,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,3,2,1,1,0,1,none
0202-0079,FALSE,fishing,none,dissolved_oxygen,dissolved,mg/l,3,1,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0202-0079,FALSE,fishing,none,ph,total,ph_units,3,1,1,1,0,0,none
0202-0080,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,2,2,0,0,0,1,none
0202-0080,FALSE,fishing,none,dissolved_oxygen,dissolved,mg/l,2,1,2,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0202-0080,FALSE,fishing,none,ph,total,ph_units,2,1,0,0,0,0,none
0301-0012,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
0301-0012,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,4,1,1,1,0,0,none
0301-0012,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,4,1,1,1,0,0,none
0301-0012,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0301-0012,TRUE,fishing,none,ph,total,ph_units,1,1,1,1,0,0,none
0301-0015,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,21,4,0,0,0,21,none
0301-0015,FALSE,fishing,aquatic_chronic,fluoride,total,ug/l,5,1,0,0,0,5,none
0301-0015,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,12,4,3,3,0,0,none
0301-0015,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,12,4,3,3,0,0,none
0301-0015,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,3,1,0,0,0,3,none
0301-0015,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,2,1,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0301-0015,TRUE,fishing,none,ph,total,ph_units,2,1,1,1,0,0,none
0301-0015,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,2,1,1,1,0,0,none
0301-0015,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,2,1,1,1,0,0,none
0301-0016,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,14,4,0,0,0,14,none
0301-0016,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,11,4,4,4,0,0,none
0301-0016,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,11,4,4,4,0,0,none
0301-0016,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,3,1,0,0,0,1,none
0301-0016,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,3,1,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0301-0016,TRUE,fishing,none,ph,total,ph_units,3,1,1,1,0,0,none
0301-0017,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,6,2,0,0,0,6,none
0301-0017,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,2,2,0,0,none
0301-0017,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,5,2,2,2,0,0,none
0301-0017,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,3,1,0,0,0,0,none
0301-0017,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,3,1,0,0,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0301-0017,TRUE,fishing,none,ph,total,ph_units,3,1,0,0,0,0,none
0301-0018,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,4,1,0,0,0,4,none
0301-0035,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
0301-0035,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,2,1,0,0,0,0,none
0301-0035,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,2,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0301-0035,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
0301-0041,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,10,2,0,0,0,6,none
0301-0041,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,4,1,6,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0301-0041,TRUE,fishing,none,ph,total,ph_units,4,1,0,0,0,0,none
0301-0042,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,1,1,0,0,0,1,none
0301-0042,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,1,1,0,0,0,0,none
0301-0042,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,1,1,2,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0301-0042,TRUE,fishing,none,ph,total,ph_units,1,1,0,0,0,0,none
0301-0047,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,4,2,0,0,0,4,none
0301-0047,TRUE,fishing,aquatic_chronic,nitrite,total,ug/l,3,2,0,0,0,0,none
0301-0047,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,4,2,8,2,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0301-0047,TRUE,fishing,none,ph,total,ph_units,4,2,0,0,0,0,none
0301-0047,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,4,2,2,2,0,0,none
0301-0047,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,4,2,2,2,0,0,none
0301-0047,TRUE,source_of_water_supply,aesthetic_water-supply,iron,total,ug/l,4,2,3,1,0,0,none
0301-0047,TRUE,source_of_water_supply,aesthetic_water-supply,manganese,total,ug/l,4,2,0,0,0,0,none
0301-0047,TRUE,source_of_water_supply,health_water-source,ammonia,total,ug/l,4,2,0,0,0,0,none
0301-0047,TRUE,source_of_water_supply,health_water-source,arsenic,total,ug/l,4,2,0,0,0,0,none
0301-0047,TRUE,source_of_water_supply,health_water-source,chloride,total,ug/l,4,2,0,0,0,0,none
0301-0047,TRUE,source_of_water_supply,health_water-source,magnesium,total,ug/l,3,1,0,0,0,0,none
0301-0047,TRUE,source_of_water_supply,health_water-source,nitrate,total,ug/l,2,2,0,0,0,0,none
0301-0047,TRUE,source_of_water_supply,health_water-source,nitrate_nitrite,total,ug/l,3,2,0,0,0,0,none
0301-0047,TRUE,source_of_water_supply,health_water-source,nitrite,total,ug/l,3,2,0,0,0,0,none
0301-0047,TRUE,source_of_water_supply,health_water-source,sulfate,total,ug/l,4,2,0,0,0,0,none
0302-0001,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,8,2,0,0,0,5,none
0302-0001,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,5,2,10,2,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0302-0001,TRUE,fishing,none,ph,total,ph_units,5,2,0,0,0,0,none
0302-0011,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,4,2,0,0,0,1,none
0302-0011,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,5,2,2,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0302-0011,TRUE,fishing,none,ph,total,ph_units,4,2,0,0,0,0,none
0302-0012,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,2,1,0,0,0,2,none
0302-0012,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,15,3,3,3,0,0,none
0302-0012,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,15,3,3,3,0,0,none
0302-0012,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,5,1,0,0,0,3,none
0302-0012,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,4,1,4,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0302-0012,TRUE,fishing,none,ph,total,ph_units,3,1,0,0,0,0,none
0302-0017,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,49,7,7,7,0,0,none
0302-0017,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,49,7,7,7,0,0,none
0302-0017,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,7,1,0,0,0,4,none
0302-0017,TRUE,fishing,none,dissolved_oxygen,dissolved,mg/l,3,1,6,1,0,0,n_exceedances may not be intiutive for this parameter because there are multiple components to the WQS. n_exceedances may be greater than n_samples_collected if a single sample was marked as an exceedance for multiple components of the WQS.
0302-0017,TRUE,fishing,none,ph,total,ph_units,3,1,0,0,0,0,none
0302-0020,FALSE,fishing,aquatic_chronic,ammonia,total,ug/l,49,4,0,0,0,49,none
0302-0020,FALSE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,67,9,6,6,0,0,none
0302-0020,FALSE,primary_contact_recreation,recreation,phosphorus,total,ug/l,67,9,6,6,0,0,none
0302-0020,TRUE,fishing,aquatic_chronic,ammonia,total,ug/l,111,10,0,0,0,111,none
0302-0020,TRUE,secondary_contact_recreation,recreation,phosphorus,total,ug/l,63,9,7,7,0,0,none
0302-0020,TRUE,primary_contact_recreation,recreation,phosphorus,total,ug/l,63,9,7,7,0,0,none
